Value,REG_NAME_7,MVG_NAME,MVS_NAME,EFG_DK
875,Mitchell Grass Downs,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands with hummock grass,"T4.3, 0.1; T5.3, 0.9"
876,Carnarvon,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T5.3
877,Channel Country,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T5.3
878,Desert Uplands,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T4.3
879,Gawler,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T5.3
880,Gulf Fall and Uplands,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T5.3
881,Gulf Plains,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T4.3
882,Great Victoria Desert,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T4.3
883,Mitchell Grass Downs,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,"T4.3, 0.6; T4.5, 0.3; T5.3, 0.1"
884,Mount Isa Inlier,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T4.3
885,Pilbara,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T5.3
886,Simpson Strzelecki Dunefields,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T5.3
887,Stony Plains,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with hummock grass,T5.3
888,Sturt Plateau,Acacia Forests and Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
889,Tiwi Cobourg,Acacia Forests and Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,"T4.2, 0.9; T7.3, 0.2"
890,Brigalow Belt North,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T1.2
891,Brigalow Belt South,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T1.2
892,Burt Plain,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
893,Carnarvon,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
894,Channel Country,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
895,Desert Uplands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,"T4.3, 0.8; T5.3, 0.2"
896,Darling Riverine Plains,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,TF1.5
897,Einasleigh Uplands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
898,Finke,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
899,Gawler,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
900,Gulf Fall and Uplands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
901,Great Sandy Desert,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
902,Gulf Plains,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
903,Great Victoria Desert,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
904,Kanmantoo,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
905,MacDonnell Ranges,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
906,Murray Darling Depression,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.6
907,Mitchell Grass Downs,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3 (Qld); T5.6 (NT)
908,Mount Isa Inlier,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
909,Mulga Lands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
910,New England Tablelands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.4
911,NSW South Western Slopes,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.4
912,Nullarbor,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.6
913,Ord Victoria Plain,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
914,Riverina,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,"T4.4, 0.1; T5.6, 0.4; TF1.2, 0.5"
915,Simpson Strzelecki Dunefields,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
916,Stony Plains,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
917,Sturt Plateau,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
918,Tanami,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
919,Tiwi Cobourg,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.2
920,Brigalow Belt South,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
921,Broken Hill Complex,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
922,Burt Plain,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
923,Carnarvon,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
924,Channel Country,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
925,Cobar Peneplain,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
926,Darling Riverine Plains,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
927,Einasleigh Uplands,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
928,Eyre Yorke Block,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
929,Finke,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
930,Gascoyne,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
931,Geraldton Sandplains,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
932,Great Sandy Desert,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
933,Great Victoria Desert,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
934,MacDonnell Ranges,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
935,Murray Darling Depression,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
936,Mitchell Grass Downs,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.6
937,Mount Isa Inlier,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.6
938,Mulga Lands,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
939,Murchison,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
940,Pilbara,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
941,South East Corner,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,TF1.2
942,Simpson Strzelecki Dunefields,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
943,Stony Plains,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T5.3
944,Wet Tropics,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T4.3
945,Brigalow Belt South,Other Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,T2.6
946,Brigalow Belt South,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T1.2
947,Broken Hill Complex,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
948,Central Ranges,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
949,Channel Country,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
950,Desert Uplands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T4.3
951,Finke,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
952,Flinders Lofty Block,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
953,Gascoyne,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
954,Gawler,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
955,Gulf Plains,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
956,Great Victoria Desert,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
957,Little Sandy Desert,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
958,Mitchell Grass Downs,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.6
959,Mount Isa Inlier,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
960,Mulga Lands,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
961,Murchison,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
962,Simpson Strzelecki Dunefields,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
963,Stony Plains,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
964,Carnarvon,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
965,Central Ranges,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
966,Eyre Yorke Block,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T3.2
967,Flinders Lofty Block,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
968,Gascoyne,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
969,Gawler,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
970,Gibson Desert,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
971,Great Sandy Desert,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
972,Great Victoria Desert,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
973,Kanmantoo,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T3.2
974,Little Sandy Desert,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
975,Mitchell Grass Downs,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.6
976,Murchison,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
977,New England Tablelands,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T2.6
978,Pilbara,Acacia Shrublands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,T5.3
979,Arnhem Coast,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,MT2.1
980,Avon Wheatbelt,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T2.6, 0.6; T4.4, 0.4"
981,Brigalow Belt North,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T4.2, 0.9; TF1.2, 0.09; MT2.1, 0.01"
982,Brigalow Belt South,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,TF1.2
983,Broken Hill Complex,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
984,Central Ranges,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.3
985,Central Mackay Coast,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T2.6, 0.6; MT2.1, 0.4"
986,Coolgardie,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
987,Cobar Peneplain,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
988,Cape York Peninsula,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T4.2, 0.55; T4.3,0.4;  T3.1, 0.05"
989,Darwin Coastal,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,MT2.1
990,Desert Uplands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T1.2, 0.2; T5.6, 0.8"
991,Darling Riverine Plains,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T4.4
992,Einasleigh Uplands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"TF1.2, 0.98; T4.3, 0.02"
993,Eyre Yorke Block,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T2.6
994,Flinders Lofty Block,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T2.6
995,Furneaux,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,MT2.1
996,Gascoyne,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
997,Gawler,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
998,Gibson Desert,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.3
999,Great Sandy Desert,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.3
1000,Gulf Coastal,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,MT2.1
1001,Gulf Plains,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,MT2.1
1002,Great Victoria Desert,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1003,Jarrah Forest,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T2.6, 0.6; T4.4, 0.4"
1004,Kanmantoo,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T2.6
1005,Mallee,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1006,Murray Darling Depression,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1007,Mulga Lands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1008,Murchison,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1009,Nandewar,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,TF1.2
1010,Naracoorte Coastal Plain,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T2.6
1011,New England Tablelands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,TF1.2
1012,NSW North Coast,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,TF1.2
1013,NSW South Western Slopes,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T4.4, 0.4; TF1.2, 0.6"
1014,Nullarbor,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1015,Riverina,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1016,South East Coastal Plain,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,MT2.1
1017,South East Corner,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T2.6
1018,South Eastern Highlands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T2.6
1019,South Eastern Queensland,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"TF1.2, 0.4; MT2.1, 0.6"
1020,Southern Volcanic Plain,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T4.4, 0.6; T2.6, 0.4"
1021,Sydney Basin,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"T3.2, 0.4; TF1.2, 0.6"
1022,Tanami,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.3
1023,Tiwi Cobourg,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,MT2.1
1024,Victorian Midlands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,T5.6
1025,Wet Tropics,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,"TF1.2, 0.7; T3.1, 0.3"
1026,Avon Wheatbelt,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1027,Brigalow Belt South,Mallee Woodlands and Shrublands,Mallee with hummock grass,T2.6
1028,Coolgardie,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1029,Cobar Peneplain,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1030,Darling Riverine Plains,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1031,Esperance Plains,Mallee Woodlands and Shrublands,Mallee with hummock grass,"T5.6, 0.6; T3.2, 0.4"
1032,Eyre Yorke Block,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1033,Flinders Lofty Block,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1034,Gawler,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1035,Geraldton Sandplains,Mallee Woodlands and Shrublands,Mallee with hummock grass,"T3.2, 0.8; T5.6, 0.2"
1036,Gulf Fall and Uplands,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
1037,Gibson Desert,Mallee Woodlands and Shrublands,Mallee with hummock grass,T5.6
